Date,Open,High,Low,Close,Adj Close,Volume
2019-04-24,107.519997,108.059998,102.845001,103.169998,103.169998,2177500
2019-04-25,104.000000,106.070000,102.610001,106.000000,106.000000,1468400
2019-04-26,105.839996,108.339996,104.600998,108.209999,108.209999,1129900
2019-04-29,107.930000,110.699997,107.800003,110.050003,110.050003,2116200
2019-04-30,109.250000,111.662003,109.103996,110.150002,110.150002,1658600
2019-05-01,110.230003,110.989998,108.570000,108.589996,108.589996,1091800
2019-05-02,107.820000,109.800003,106.800003,109.010002,109.010002,1108200
2019-05-03,110.330002,111.699997,109.458000,110.410004,110.410004,854300
2019-05-06,107.000000,110.900002,106.110001,110.570000,110.570000,841000
2019-05-07,109.650002,112.000000,109.629997,110.669998,110.669998,2084900
2019-05-08,110.989998,117.449997,110.863998,117.169998,117.169998,3568300
2019-05-09,116.160004,125.309998,115.220001,125.129997,125.129997,4810600
2019-05-10,123.110001,129.970001,121.500000,128.869995,128.869995,3709300
2019-05-13,124.709999,126.778000,120.629997,120.779999,120.779999,2720300
2019-05-14,121.599998,124.620003,121.110001,123.769997,123.769997,1435700
2019-05-15,122.910004,127.370003,122.570000,126.080002,126.080002,1212300
2019-05-16,126.089996,131.029999,126.089996,129.740005,129.740005,1596500
2019-05-17,128.940002,131.990005,128.000000,129.149994,129.149994,1001800
2019-05-20,125.849998,127.330002,123.797997,124.550003,124.550003,1916300
2019-05-21,126.110001,127.000000,125.400002,125.540001,125.540001,911400
2019-05-22,124.110001,128.229996,123.992996,126.250000,126.250000,1353000
2019-05-23,124.889999,127.838997,124.331001,127.260002,127.260002,1827100
2019-05-24,126.800003,131.000000,126.720001,129.520004,129.520004,1688700
2019-05-28,129.559998,132.869995,127.760002,128.449997,128.449997,1230700
2019-05-29,124.180000,125.290001,122.570000,123.800003,123.800003,1550600
2019-05-30,124.010002,126.290001,124.010002,126.220001,126.220001,908500
2019-05-31,123.820000,127.338997,122.669998,125.879997,125.879997,1073300
2019-06-03,126.239998,127.209999,115.870003,117.300003,117.300003,2310000
2019-06-04,119.519997,122.730003,117.320000,122.650002,122.650002,1326100
2019-06-05,124.589996,126.620003,121.779999,126.430000,126.430000,1467200
2019-06-06,126.320000,128.925003,125.169998,127.709999,127.709999,827000
2019-06-07,127.910004,132.279999,127.900002,131.429993,131.429993,1269100
2019-06-10,133.449997,137.779999,132.600006,133.000000,133.000000,1662000
2019-06-11,133.910004,134.985001,126.519997,128.929993,128.929993,1755400
2019-06-12,129.240005,130.729004,127.852997,128.970001,128.970001,1341300
2019-06-13,131.250000,131.520004,128.839996,130.279999,130.279999,937700
2019-06-14,129.869995,131.479996,129.070007,129.910004,129.910004,805900
2019-06-17,130.110001,131.949997,129.610001,130.649994,130.649994,704800
2019-06-18,132.889999,133.000000,129.389999,129.550003,129.550003,843500
2019-06-19,130.479996,132.800003,128.149994,132.770004,132.770004,1105500
2019-06-20,134.889999,137.449997,134.300003,135.050003,135.050003,1002900
2019-06-21,134.050003,134.529999,131.800003,132.869995,132.869995,971000
2019-06-24,134.000000,134.000000,128.220001,130.550003,130.550003,1377500
2019-06-25,130.539993,130.910004,123.430000,125.739998,125.739998,1802600
2019-06-26,126.379997,128.979996,126.379997,128.350006,128.350006,1407400
2019-06-27,129.009995,131.240005,127.989998,131.039993,131.039993,1368400
2019-06-28,131.149994,131.850006,129.759995,130.839996,130.839996,1219300
2019-07-01,133.199997,133.656006,129.600006,131.770004,131.770004,1243200
2019-07-02,131.880005,133.850006,131.035004,133.750000,133.750000,1024500
2019-07-03,134.490005,135.160004,133.220001,133.360001,133.360001,812300
2019-07-05,132.710007,135.250000,130.529999,135.110001,135.110001,581800
2019-07-08,134.449997,138.479996,133.610001,137.929993,137.929993,1250800
2019-07-09,137.080002,140.990005,137.080002,140.600006,140.600006,1101300
2019-07-10,141.139999,143.679993,139.449005,140.360001,140.360001,927100
2019-07-11,141.559998,142.300003,139.699997,140.899994,140.899994,689700
2019-07-12,140.589996,141.350006,137.229996,138.554993,138.554993,920800
2019-07-15,139.460007,140.479996,138.100006,139.509995,139.509995,762900
2019-07-16,140.000000,140.000000,135.630005,137.160004,137.160004,932700
2019-07-17,137.869995,140.300003,136.300003,136.429993,136.429993,1181300
2019-07-18,136.149994,136.919998,134.830002,136.059998,136.059998,856000
2019-07-19,137.000000,137.985001,134.102997,134.160004,134.160004,993400
2019-07-22,134.300003,136.707001,132.820007,135.279999,135.279999,1099400
2019-07-23,136.720001,136.740005,130.779999,134.059998,134.059998,1403600
2019-07-24,134.059998,136.910004,133.809998,135.350006,135.350006,1175100
2019-07-25,134.820007,136.360001,130.899994,134.509995,134.509995,1576800
2019-07-26,136.750000,149.800003,136.059998,146.039993,146.039993,4440500
2019-07-29,144.000000,144.639999,134.110001,139.050003,139.050003,2904300
2019-07-30,137.910004,139.529999,136.250000,137.000000,137.000000,1180700
2019-07-31,136.809998,141.979996,136.639999,140.119995,140.119995,2051600
2019-08-01,140.000000,145.949997,140.000000,143.919998,143.919998,1638100
2019-08-02,142.979996,143.070999,138.759995,141.199997,141.199997,1460500
2019-08-05,135.410004,136.960007,131.259995,133.190002,133.190002,1848100
2019-08-06,135.000000,139.470001,134.731995,135.470001,135.470001,1282300
2019-08-07,133.029999,142.815002,132.320007,141.899994,141.899994,2390700
2019-08-08,142.699997,146.050003,142.500000,145.119995,145.119995,1207200
2019-08-09,144.479996,147.589996,142.300003,145.990005,145.990005,835800
2019-08-12,144.559998,145.279999,141.690002,143.679993,143.679993,692600
2019-08-13,142.759995,147.005005,142.500000,146.699997,146.699997,896100
2019-08-14,143.289993,144.910004,138.259995,139.490005,139.490005,1127700
2019-08-15,139.440002,140.750000,136.889999,139.500000,139.500000,905400
2019-08-16,140.990005,143.710007,140.429993,142.570007,142.570007,931800
2019-08-19,143.000000,143.389999,138.539993,141.270004,141.270004,1326800
2019-08-20,140.699997,143.000000,140.080002,142.139999,142.139999,536800
2019-08-21,142.199997,145.000000,141.660004,143.869995,143.869995,817700
2019-08-22,143.509995,145.800995,141.169998,143.440002,143.440002,785400
2019-08-23,141.809998,146.699997,140.692001,141.050003,141.050003,871900
2019-08-26,141.789993,143.000000,140.500000,142.860001,142.860001,556800
2019-08-27,144.320007,145.054993,140.479996,142.619995,142.619995,1056100
2019-08-28,141.750000,141.750000,136.649994,138.270004,138.270004,1491600
